name,appid,genre
Wolcen: Lords of Mayhem,424370,Action
Wolcen: Lords of Mayhem,424370,Adventure
Wolcen: Lords of Mayhem,424370,Indie
Wolcen: Lords of Mayhem,424370,RPG
Heart of a Warrior,1619450,Action
Heart of a Warrior,1619450,Adventure
Heart of a Warrior,1619450,Indie
Heart of a Warrior,1619450,RPG
Hotline Miami 2: Wrong Number,274170,Action
Hotline Miami 2: Wrong Number,274170,Indie
Psychonauts,3830,Action
Grand Theft Auto: Vice City,12110,Action
Sanctum 2,210770,Action
Sanctum 2,210770,Indie
Sanctum 2,210770,Strategy
Wolfenstein: The New Order,201810,Action
Trine Enchanted Edition,35700,Action
Trine Enchanted Edition,35700,Adventure
Trine Enchanted Edition,35700,Indie
Gotham City Impostors Free to Play,206210,Action
Gotham City Impostors Free to Play,206210,Free to Play
Who's Your Daddy?!,427730,Action
Who's Your Daddy?!,427730,Casual
Who's Your Daddy?!,427730,Indie
Broken Edge,1947070,Action
Batman: Arkham City - Game of the Year Edition,200260,Action
Batman: Arkham City - Game of the Year Edition,200260,Adventure
Insurgency: Sandstorm,581320,Action
Sniper Elite 3,238090,Action
Sniper Elite 3,238090,Adventure
Alien Swarm: Reactive Drop,563560,Action
Alien Swarm: Reactive Drop,563560,Free to Play
Star Conflict,212070,Action
Star Conflict,212070,Free to Play
Star Conflict,212070,Massively Multiplayer
Star Conflict,212070,Simulation
Metro Exodus,412020,Action
Darksiders,50620,Action
Darksiders,50620,Adventure
Watch_Dogs 2,447040,Action
Watch_Dogs 2,447040,Adventure
Pacify,967050,Action
Pacify,967050,Adventure
Pacify,967050,Casual
Pacify,967050,Indie
Pacify,967050,Strategy
Serious Sam 3: BFE,41070,Action
Serious Sam 3: BFE,41070,Indie
Awesomenauts - the 2D moba,204300,Action
Awesomenauts - the 2D moba,204300,Free to Play
Awesomenauts - the 2D moba,204300,Indie
Awesomenauts - the 2D moba,204300,Strategy
Sins of a Solar Empire: Rebellion,204880,Action
Sins of a Solar Empire: Rebellion,204880,Indie
Sins of a Solar Empire: Rebellion,204880,Simulation
Sins of a Solar Empire: Rebellion,204880,Strategy
Assassin's Creed Unity,289650,Action
Assassin's Creed Unity,289650,Adventure
Tales of Arise,740130,Action
Tales of Arise,740130,RPG
The Crew 2,646910,Action
The Crew 2,646910,Massively Multiplayer
The Crew 2,646910,Racing
Resident Evil 6,221040,Action
Resident Evil 6,221040,Adventure
Bless Unleashed,1254120,Action
Bless Unleashed,1254120,Free to Play
Bless Unleashed,1254120,Massively Multiplayer
Bless Unleashed,1254120,RPG
Dead Bits,303390,Action
Dead Bits,303390,Casual
Dead Bits,303390,Indie
Street Fighter V,310950,Action
Capcom Arcade Stadium,1515950,Action
Capcom Arcade Stadium,1515950,Free to Play
SPORE,17390,Action
SPORE,17390,Adventure
SPORE,17390,Casual
SPORE,17390,RPG
SPORE,17390,Simulation
SPORE,17390,Strategy
Just Cause 2: Multiplayer Mod,259080,Action
Just Cause 2: Multiplayer Mod,259080,Adventure
Gunfire Reborn,1217060,Action
Gunfire Reborn,1217060,Adventure
Gunfire Reborn,1217060,Indie
Gunfire Reborn,1217060,RPG
Darksiders II Deathinitive Edition,388410,Action
Darksiders II Deathinitive Edition,388410,Adventure
Darksiders II Deathinitive Edition,388410,RPG
Marvel’s Spider-Man Remastered,1817070,Action
Marvel’s Spider-Man Remastered,1817070,Adventure
Marvel’s Spider-Man Remastered,1817070,Casual
The Bureau: XCOM Declassified,65930,Action
Skullgirls 2nd Encore,245170,Action
Skullgirls 2nd Encore,245170,Indie
CODE VEIN,678960,Action
CODE VEIN,678960,RPG
SoulWorker - Anime Action MMO,630100,Action
SoulWorker - Anime Action MMO,630100,Free to Play
SoulWorker - Anime Action MMO,630100,Massively Multiplayer
SoulWorker - Anime Action MMO,630100,RPG
Muse Dash,774171,Action
Muse Dash,774171,Casual
Muse Dash,774171,Indie
Ironsight,783770,Action
Ironsight,783770,Free to Play
Assassin's Creed Odyssey,812140,Action
Assassin's Creed Odyssey,812140,Adventure
Assassin's Creed Odyssey,812140,RPG
resident evil 4 (2005),254700,Action
resident evil 4 (2005),254700,Adventure
Jotun: Valhalla Edition,323580,Action
Jotun: Valhalla Edition,323580,Adventure
Jotun: Valhalla Edition,323580,Indie
Kenshi,233860,Action
Kenshi,233860,Indie
Kenshi,233860,RPG
Kenshi,233860,Simulation
Kenshi,233860,Strategy
Batman: Arkham Asylum Game of the Year Edition,35140,Action
Batman: Arkham Asylum Game of the Year Edition,35140,Adventure
封灵档案,1520470,Action
封灵档案,1520470,Adventure
封灵档案,1520470,Free to Play
封灵档案,1520470,Massively Multiplayer
封灵档案,1520470,RPG
封灵档案,1520470,Strategy
The Isle,376210,Action
The Isle,376210,Adventure
The Isle,376210,Indie
The Isle,376210,Massively Multiplayer
The Isle,376210,Simulation
The Isle,376210,Early Access
Line of Sight,436520,Action
Line of Sight,436520,Free to Play
Line of Sight,436520,Indie
Line of Sight,436520,Massively Multiplayer
Crucible Beta,1057240,Action
Crucible Beta,1057240,Free to Play
Bully: Scholarship Edition,12200,Action
Bully: Scholarship Edition,12200,Adventure
Call of Duty 4: Modern Warfare (2007),7940,Action
Double Action: Boogaloo,317360,Action
Double Action: Boogaloo,317360,Free to Play
Double Action: Boogaloo,317360,Indie
Pavlov VR,555160,Action
Pavlov VR,555160,Indie
Pavlov VR,555160,Early Access
Deus Ex: Mankind Divided,337000,Action
Deus Ex: Mankind Divided,337000,RPG
Days Gone,1259420,Action
Days Gone,1259420,Adventure
Orcs Must Die! 3,1522820,Action
Orcs Must Die! 3,1522820,Adventure
Orcs Must Die! 3,1522820,Indie
Orcs Must Die! 3,1522820,Strategy
Gang Beasts,285900,Action
Gang Beasts,285900,Adventure
Gang Beasts,285900,Casual
Gang Beasts,285900,Indie
Gang Beasts,285900,Simulation
Ori and the Blind Forest,261570,Action
Mortal Kombat 11,976310,Action
Call of Juarez: Gunslinger,204450,Action
Far Cry 5,552520,Action
Far Cry 5,552520,Adventure
Dead Space 2,47780,Action
Dead Space 2,47780,Adventure
Deus Ex: Human Revolution - Director's Cut,238010,Action
Deus Ex: Human Revolution - Director's Cut,238010,RPG
Hell Let Loose,686810,Action
Hell Let Loose,686810,Indie
Hell Let Loose,686810,Massively Multiplayer
Hell Let Loose,686810,Simulation
Hell Let Loose,686810,Strategy
Ready or Not,1144200,Action
Ready or Not,1144200,Adventure
Ready or Not,1144200,Indie
Ready or Not,1144200,Early Access
Hero Siege,269210,Action
Hero Siege,269210,Adventure
Hero Siege,269210,Indie
Hero Siege,269210,Massively Multiplayer
Hero Siege,269210,RPG
World of Warships,552990,Action
World of Warships,552990,Free to Play
World of Warships,552990,Massively Multiplayer
World of Warships,552990,Simulation
Max Payne 3,204100,Action
Teardown,1167630,Action
Teardown,1167630,Indie
Teardown,1167630,Simulation
Teardown,1167630,Strategy
Alice: Madness Returns,19680,Action
Alice: Madness Returns,19680,Adventure
ORION: Prelude,104900,Action
ORION: Prelude,104900,Adventure
ORION: Prelude,104900,Indie
ORION: Prelude,104900,RPG
Iron Snout,424280,Action
Iron Snout,424280,Free to Play
Iron Snout,424280,Indie
Totally Accurate Battlegrounds,823130,Action
Totally Accurate Battlegrounds,823130,Free to Play
Totally Accurate Battlegrounds,823130,Indie
Men of War: Assault Squad 2,244450,Action
Men of War: Assault Squad 2,244450,Simulation
Men of War: Assault Squad 2,244450,Strategy
Chivalry 2,1824220,Action
Dragon's Dogma: Dark Arisen,367500,Action
Dragon's Dogma: Dark Arisen,367500,Adventure
Dragon's Dogma: Dark Arisen,367500,RPG
Dead Space (2008),17470,Action
Dead Space (2008),17470,Adventure
Sleeping Dogs: Definitive Edition,307690,Action
Sleeping Dogs: Definitive Edition,307690,Adventure
Sleeping Dogs: Definitive Edition,307690,Racing
HELLDIVERS Dive Harder Edition,394510,Action
Knight Online,389430,Action
Knight Online,389430,Adventure
Knight Online,389430,Free to Play
Knight Online,389430,Massively Multiplayer
Knight Online,389430,RPG
SOMA,282140,Action
SOMA,282140,Adventure
SOMA,282140,Indie
Slime Rancher,433340,Action
Slime Rancher,433340,Adventure
Slime Rancher,433340,Indie
Slime Rancher,433340,Simulation
NieR:Automata,524220,Action
NieR:Automata,524220,RPG
Neon Abyss,788100,Action
Neon Abyss,788100,Adventure
Neon Abyss,788100,Indie
Neon Abyss,788100,RPG
The Darkness II,67370,Action
Depth,274940,Action
Depth,274940,Indie
Mafia,40990,Action
Mafia,40990,Adventure
Planet Coaster,493340,Action
Planet Coaster,493340,Adventure
Planet Coaster,493340,Casual
Planet Coaster,493340,Simulation
Planet Coaster,493340,Strategy
Quake,2310,Action
Monaco: What's Yours Is Mine,113020,Action
Monaco: What's Yours Is Mine,113020,Adventure
Monaco: What's Yours Is Mine,113020,Casual
Monaco: What's Yours Is Mine,113020,Indie
Monaco: What's Yours Is Mine,113020,Strategy
Blade and Sorcery,629730,Action
Blade and Sorcery,629730,Adventure
Blade and Sorcery,629730,Indie
Blade and Sorcery,629730,RPG
Blade and Sorcery,629730,Simulation
Blade and Sorcery,629730,Early Access
Noita,881100,Action
Noita,881100,Adventure
Noita,881100,Indie
Noita,881100,RPG
Noita,881100,Simulation
Detroit: Become Human,1222140,Action
Detroit: Become Human,1222140,Adventure
BRAIN / OUT,578310,Action
BRAIN / OUT,578310,Free to Play
BRAIN / OUT,578310,Indie
BRAIN / OUT,578310,Massively Multiplayer
Spellbreak,1399780,Action
Spellbreak,1399780,Adventure
Spellbreak,1399780,Free to Play
Spellbreak,1399780,RPG
Duck Game,312530,Action
Duck Game,312530,Indie
Romero's Aftermath,349700,Violent
Romero's Aftermath,349700,Action
Romero's Aftermath,349700,Free to Play
Romero's Aftermath,349700,Indie
Romero's Aftermath,349700,Massively Multiplayer
Prey,480490,Action
Prey,480490,Adventure
Radical Heights,809960,Action
Radical Heights,809960,Adventure
Radical Heights,809960,Free to Play
Radical Heights,809960,Indie
Radical Heights,809960,Massively Multiplayer
Radical Heights,809960,Early Access
AirMech Strike,206500,Action
AirMech Strike,206500,Free to Play
AirMech Strike,206500,Indie
AirMech Strike,206500,Strategy
Hellblade: Senua's Sacrifice,414340,Action
Hellblade: Senua's Sacrifice,414340,Adventure
Hellblade: Senua's Sacrifice,414340,Indie
Resident Evil 5,21690,Action
Resident Evil 5,21690,Adventure
"STAR WARS Battlefront (Classic, 2004)",1058020,Action
AX:EL - Air XenoDawn,319830,Action
AX:EL - Air XenoDawn,319830,Indie
AX:EL - Air XenoDawn,319830,Simulation
S.T.A.L.K.E.R.: Call of Pripyat,41700,Action
S.T.A.L.K.E.R.: Call of Pripyat,41700,RPG
MechWarrior Online Solaris 7,342200,Action
MechWarrior Online Solaris 7,342200,Free to Play
MechWarrior Online Solaris 7,342200,Massively Multiplayer
MechWarrior Online Solaris 7,342200,Simulation
MechWarrior Online Solaris 7,342200,Strategy
Nioh: Complete Edition,485510,Action
Nioh: Complete Edition,485510,RPG
Rising Storm 2: Vietnam,418460,Action
Rising Storm 2: Vietnam,418460,Massively Multiplayer
Rising Storm 2: Vietnam,418460,Simulation
Rising Storm 2: Vietnam,418460,Strategy
Creative Destruction,893520,Action
Creative Destruction,893520,Adventure
Creative Destruction,893520,Casual
Creative Destruction,893520,Massively Multiplayer
Far Cry New Dawn,939960,Action
Far Cry New Dawn,939960,Adventure
Gear Up,214420,Action
Gear Up,214420,Free to Play
Gear Up,214420,Indie
Moonlighter,606150,Action
Moonlighter,606150,Adventure
Moonlighter,606150,Indie
War Trigger 3,298240,Action
War Trigger 3,298240,Casual
War Trigger 3,298240,Free to Play
War Trigger 3,298240,Indie
War Trigger 3,298240,Simulation
Company of Heroes: Opposing Fronts,9340,Action
Company of Heroes: Opposing Fronts,9340,Strategy
Sleeping Dogs,202170,Action
Sleeping Dogs,202170,Adventure
Digimon Masters Online,537180,
Outlast 2,414700,Action
Outlast 2,414700,Adventure
Outlast 2,414700,Indie
Quake Champions,611500,Action
Quake Champions,611500,Free to Play
Shadow of the Tomb Raider: Definitive Edition,750920,Action
Shadow of the Tomb Raider: Definitive Edition,750920,Adventure
Life is Strange: Before the Storm,554620,Action
Life is Strange: Before the Storm,554620,Adventure
DUSK,519860,Action
DUSK,519860,Indie
Gigantic,327690,Action
Gigantic,327690,Free to Play
Gigantic,327690,Strategy
Resident Evil Revelations 2,287290,Action
Resident Evil Revelations 2,287290,Adventure
War Robots,767560,Action
War Robots,767560,Free to Play
ULTRAKILL,1229490,Action
ULTRAKILL,1229490,Indie
ULTRAKILL,1229490,Early Access
Ace of Spades: Battle Builder,224540,Action
Ace of Spades: Battle Builder,224540,Indie
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,349040,Action
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,349040,Adventure
Vindictus,212160,Action
Vindictus,212160,Adventure
Vindictus,212160,Free to Play
Vindictus,212160,Massively Multiplayer
Vindictus,212160,RPG
Celeste,504230,Action
Celeste,504230,Adventure
Celeste,504230,Indie
Katana ZERO,460950,Action
Katana ZERO,460950,Indie
Orcs Must Die!,102600,Action
Orcs Must Die!,102600,Indie
Orcs Must Die!,102600,Strategy
Total War: WARHAMMER,364360,Action
Total War: WARHAMMER,364360,Strategy
DRAGON BALL XENOVERSE 2,454650,Action
DRAGON BALL XENOVERSE 2,454650,Adventure
DRAGON BALL XENOVERSE 2,454650,Casual
DRAGON BALL XENOVERSE 2,454650,Massively Multiplayer
The Evil Within,268050,Action
Resident Evil 3,952060,Action
Squad,393380,Action
Squad,393380,Indie
Squad,393380,Massively Multiplayer
Squad,393380,Strategy
Darksiders III,606280,Action
Darksiders III,606280,Adventure
Darksiders III,606280,RPG
Borderlands Game of the Year Enhanced,729040,Action
Borderlands Game of the Year Enhanced,729040,RPG
Mark of the Ninja,214560,Action
Mark of the Ninja,214560,Adventure
Mark of the Ninja,214560,Indie
Creativerse,280790,Action
Creativerse,280790,Adventure
Creativerse,280790,Casual
Creativerse,280790,Indie
Creativerse,280790,Massively Multiplayer
Creativerse,280790,RPG
Creativerse,280790,Simulation
Tribes of Midgard,858820,Action
Tribes of Midgard,858820,Adventure
Tribes of Midgard,858820,Indie
Tribes of Midgard,858820,RPG
BLOCKPOST,706990,Action
BLOCKPOST,706990,Free to Play
BLOCKPOST,706990,Indie
Wolfenstein II: The New Colossus,612880,Action
NARUTO TO BORUTO: SHINOBI STRIKER,633230,Action
HITMAN 3,1659040,Action
HITMAN 3,1659040,Adventure
Tribes: Ascend,17080,Action
Tribes: Ascend,17080,Free to Play
Krunker,1408720,Action
Krunker,1408720,Casual
Krunker,1408720,Free to Play
"Warhammer 40,000: Inquisitor - Martyr",527430,Action
"Warhammer 40,000: Inquisitor - Martyr",527430,Adventure
"Warhammer 40,000: Inquisitor - Martyr",527430,Indie
"Warhammer 40,000: Inquisitor - Martyr",527430,RPG
Hitman: Blood Money,6860,Action
Thief,239160,Action
Thief,239160,Adventure
BATTLETECH,637090,Action
BATTLETECH,637090,Adventure
BATTLETECH,637090,Strategy
Capcom Arcade 2nd Stadium,1755910,Action
Capcom Arcade 2nd Stadium,1755910,Free to Play
Natural Selection 2,4920,Action
Natural Selection 2,4920,Indie
Natural Selection 2,4920,Strategy
Day of Infamy,447820,Action
Day of Infamy,447820,Indie
Day of Infamy,447820,Strategy
Risk of Rain,248820,Action
Risk of Rain,248820,Indie
Risk of Rain,248820,RPG
ArcheBlade,207230,Action
ArcheBlade,207230,Free to Play
ArcheBlade,207230,Indie
Brothers - A Tale of Two Sons,225080,Action
Brothers - A Tale of Two Sons,225080,Adventure
Brothers - A Tale of Two Sons,225080,Indie
OUTRIDERS,680420,Action
OUTRIDERS,680420,Adventure
OUTRIDERS,680420,RPG
WAKFU,215080,Action
WAKFU,215080,Adventure
WAKFU,215080,Casual
WAKFU,215080,Free to Play
WAKFU,215080,Indie
WAKFU,215080,Massively Multiplayer
WAKFU,215080,RPG
WAKFU,215080,Strategy
STAR WARS Republic Commando,6000,Action
Murderous Pursuits,638070,Action
Murderous Pursuits,638070,Indie
Murderous Pursuits,638070,Simulation
Murderous Pursuits,638070,Strategy
A Way Out,1222700,Action
A Way Out,1222700,Adventure
A Way Out,1222700,Indie
Verdun,242860,Action
Verdun,242860,Indie
Verdun,242860,Massively Multiplayer
Verdun,242860,Simulation
Verdun,242860,Strategy
Yakuza 0,638970,Action
Yakuza 0,638970,Adventure
Yakuza 0,638970,RPG
Ryse: Son of Rome,302510,Action
Serious Sam 2,204340,Action
Serious Sam 2,204340,Indie
Kingdoms of Amalur: Reckoning,102500,Action
Kingdoms of Amalur: Reckoning,102500,RPG
Company of Heroes,228200,Action
Company of Heroes,228200,Strategy
Cult of the Lamb,1313140,Action
Cult of the Lamb,1313140,Adventure
Cult of the Lamb,1313140,Indie
Cult of the Lamb,1313140,Strategy
Crysis Warhead,17330,Action
Orcs Must Die! Unchained,427270,Action
Orcs Must Die! Unchained,427270,Free to Play
Orcs Must Die! Unchained,427270,Strategy
Need for Speed Payback,1262580,Action
Need for Speed Payback,1262580,Adventure
Need for Speed Payback,1262580,Racing
Need for Speed Payback,1262580,Sports
Need for Speed Payback,1262580,Strategy
Elsword,237310,
STAR WARS Battlefront II,1237950,Action
STAR WARS Battlefront II,1237950,Adventure
Surgeon Simulator,233720,Action
Surgeon Simulator,233720,Indie
Surgeon Simulator,233720,Simulation
Mass Effect (2007),17460,Action
Mass Effect (2007),17460,RPG
Assassin's Creed Syndicate,368500,Action
Assassin's Creed Syndicate,368500,Adventure
DARK SOULS: REMASTERED,570940,Action
Red Dead Online,1404210,Action
Red Dead Online,1404210,Adventure
Medal of Honor,47790,Action
Evolvation,510840,Action
Evolvation,510840,Casual
Evolvation,510840,Indie
Evolvation,510840,Simulation
MapleStory,216150,Action
MapleStory,216150,Adventure
MapleStory,216150,Casual
MapleStory,216150,Free to Play
MapleStory,216150,Massively Multiplayer
MapleStory,216150,RPG
Transistor,237930,Action
Transistor,237930,Indie
Transistor,237930,RPG
The Red Solstice,265590,Action
The Red Solstice,265590,RPG
The Red Solstice,265590,Strategy
ACE COMBAT 7: SKIES UNKNOWN,502500,Action
ACE COMBAT 7: SKIES UNKNOWN,502500,Simulation
Ravenfield,636480,Action
Ravenfield,636480,Indie
Ravenfield,636480,Early Access
Soulworker,1377580,Action
Soulworker,1377580,Free to Play
Soulworker,1377580,Massively Multiplayer
Soulworker,1377580,RPG
S.T.A.L.K.E.R.: Shadow of Chernobyl,4500,Action
S.T.A.L.K.E.R.: Shadow of Chernobyl,4500,RPG
"Warhammer 40,000: Dawn of War III",285190,Action
"Warhammer 40,000: Dawn of War III",285190,Simulation
"Warhammer 40,000: Dawn of War III",285190,Strategy
BrainBread 2,346330,Action
BrainBread 2,346330,Adventure
BrainBread 2,346330,Free to Play
BrainBread 2,346330,Indie
Resident Evil,304240,Action
Resident Evil,304240,Adventure
Children of Morta,330020,Action
Children of Morta,330020,Adventure
Children of Morta,330020,Indie
Children of Morta,330020,RPG
Superliminal,1049410,Action
Superliminal,1049410,Adventure
Just Cause,6880,Action
BioShock 2 Remastered,409720,Action
BioShock 2 Remastered,409720,RPG
Skul: The Hero Slayer,1147560,Action
Skul: The Hero Slayer,1147560,Indie
Call of Duty: Ghosts,209170,Action
Lord of the Rings: War in the North,32800,Action
Lord of the Rings: War in the North,32800,RPG
