,appid,name,developer,publisher,positive,negative,avg_owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,positive_ratio,genre_Action,genre_Strategy,genre_RPG,genre_Indie,genre_Adventure,genre_Sports,genre_Simulation,genre_Early+Access,genre_Ex+Early+Access,genre_Massively,genre_Free
2978,555670,Infinitum,VGstudio,VGstudio,67,52,150000,1174,0,394,0,49,111,0.5630252100840336,1,0,0,1,1,0,1,0,0,0,0
2979,579110,Interkosmos,Ovid Works,Ovid Works,316,54,150000,1095,0,2130,0,499,1,0.8540540540540541,1,0,0,1,1,0,1,0,0,0,0
2980,450860,Andarilho,SC Jogos,SC Jogos,727,366,150000,342,0,413,0,39,6,0.6651418115279049,1,0,0,1,1,0,1,0,1,0,0
2981,735570,Project Rhombus,SEROSOO,PsychoFlux Entertainment,1279,103,150000,116,0,91,0,0,2,0.9254703328509408,1,0,0,1,0,0,0,0,0,0,1
2982,694500,Army Men RTS,Pandemic Studios,2K,696,102,150000,1431,0,1431,0,149,20,0.8721804511278195,1,1,0,0,0,0,0,0,0,0,0
2983,510500,Executive Assault 2,Hesketh Studios Ltd,Hesketh Studios Ltd,878,165,150000,97,0,104,0,2499,17,0.8418024928092043,1,1,0,1,0,0,0,1,0,0,0
2984,748360,MY HERO ONE'S JUSTICE,Byking Inc.,BANDAI NAMCO Entertainment,1533,492,150000,847,0,506,0,1019,6,0.7570370370370371,1,0,0,0,0,0,0,0,0,0,0
2985,1018800,DEEEER Simulator: Your Average Everyday Deer Game,Gibier Games,PLAYISM,2671,258,150000,265,0,213,0,899,28,0.9119153294639808,1,0,0,1,0,0,1,0,0,0,0
2986,1883260,Little Noah: Scion of Paradise,"Cygames, Inc., Grounding Inc."," Cygames, Inc.",1184,53,150000,905,328,933,328,974,0,0.9571544058205336,1,0,1,0,0,0,0,0,0,0,0
2987,466890,Z.I.O.N.,VGstudio,VGstudio,111,179,150000,369,0,399,0,49,6,0.3827586206896551,1,0,0,0,1,0,0,0,0,0,0
2988,486150,Radical Spectrum: Volume 1,Autonomic Interactive,New Reality Games,58,51,150000,300,0,313,0,79,31,0.5321100917431193,1,0,0,0,0,0,0,0,0,0,0
2989,491040,Bot Vice,DYA Games,DYA Games,1151,75,150000,329,0,419,0,199,0,0.9388254486133768,1,0,0,1,1,0,0,0,0,0,0
2990,682970,MineFight,Talpel Games,Talpel Games,44,104,150000,4,0,4,0,0,0,0.2972972972972973,1,0,0,1,0,0,0,0,0,0,1
2991,1054430,Fling to the Finish,SplitSide Games,Daedalic Entertainment,791,136,150000,340,0,94,0,599,42,0.8532901833872708,1,0,0,1,0,0,0,1,0,0,0
2992,1058450,MY HERO ONE'S JUSTICE 2,BYKING,BANDAI NAMCO Entertainment,2504,322,150000,265,1087,375,1087,899,100,0.8860580325548478,1,0,0,0,0,0,0,0,0,0,0
2993,18110,Shattered Horizon,Futuremark,Futuremark,399,71,150000,186,0,55,0,0,0,0.8489361702127659,1,0,0,1,0,0,0,0,0,0,0
2994,312210,The Fifth Day,Touz,Touz,364,560,150000,78,0,91,0,1499,0,0.3939393939393939,1,0,0,1,1,0,0,1,0,0,0
2995,350070,Environmental Station Alpha,"Arvi Teikari, Roope Mäkinen",Hempuli Oy,970,171,150000,99,0,99,0,799,4,0.8501314636283961,1,0,0,1,1,0,0,0,0,0,0
2996,722180,SURV1V3,Candymakers,Candymakers,1345,292,150000,418,0,516,0,2499,8,0.8216249236408063,1,0,0,1,1,0,1,0,0,0,0
2997,599080,The Blackout Club,Question,Question,2082,519,150000,348,0,360,0,2999,7,0.8004613610149942,1,0,0,1,0,0,1,0,1,0,0
2998,1100990,Aimbeast,Outstrive,Outstrive,1483,116,150000,705,1002,1388,1002,499,52,0.9274546591619762,1,0,0,0,0,0,0,0,0,0,0
2999,1367300,Blade Assault,TeamSuneat,NEOWIZ,1428,348,150000,1705,0,2700,0,539,22,0.8040540540540541,1,0,0,1,0,0,0,0,1,0,0
3000,1580790,[NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ2,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",853,280,150000,1273,0,1426,0,3999,13,0.7528684907325685,1,0,0,0,1,0,0,0,0,0,0
3001,1498570,THE KING OF FIGHTERS XV,SNK CORPORATION,SNK CORPORATION,4569,1018,150000,3093,119,1047,170,1499,1184,0.8177913012350099,1,0,0,0,0,0,0,0,0,0,0
3002,1286580,Ship of Fools,Fika Productions,Team17,1539,350,150000,497,0,589,0,1199,174,0.8147167813658021,1,0,0,1,0,0,0,0,0,0,0
3003,3710,Judge Dredd: Dredd vs. Death,Rebellion,Rebellion,847,123,150000,145,0,196,0,199,8,0.8731958762886598,1,0,0,0,0,0,0,0,0,0,0
3004,214910,Air Conflicts: Pacific Carriers,"Games Farm, 3Division",Games Farm,265,241,150000,85,0,126,0,199,2,0.5237154150197628,1,0,0,0,0,0,1,0,0,0,0
3005,217270,Karateka,Liquid Entertainment,Dotemu,225,94,150000,226,0,378,0,159,0,0.7053291536050157,1,1,0,1,0,0,0,0,0,0,0
3006,266330,Ethan: Meteor Hunter,Seaven Studio,Seaven Studio,143,89,150000,97,0,148,0,199,1,0.6163793103448276,1,0,0,1,0,0,0,0,0,0,0
3007,270630,Haunt the House: Terrortown,SFB Games,SFB Games,1407,221,150000,66,0,78,0,99,6,0.8642506142506142,1,0,0,1,0,0,0,0,0,0,0
3008,283370,Marine Sharpshooter II: Jungle Warfare,Jarhead Games,Funbox Media Ltd,173,390,150000,15,0,18,0,74,1,0.3072824156305506,1,0,0,0,0,0,0,0,0,0,0
3009,391740,Blaster Shooter GunGuy!,Adam DeLease,Adam DeLease,179,228,150000,226,0,221,0,99,1,0.4398034398034398,1,0,0,1,1,0,0,0,0,0,0
3010,413710,Blood and Gold: Caribbean!,Snowbird Games,Snowbird Games,730,482,150000,242,0,246,0,699,3,0.6023102310231023,1,1,1,1,1,0,0,0,0,0,0
3011,301650,Battlezone 98 Redux,Big Boat Interactive,Rebellion,831,74,150000,82,0,111,0,499,21,0.918232044198895,1,1,0,0,0,0,0,0,0,0,0
3012,351100,Niffelheim,Ellada Games,Ellada Games,1564,606,150000,615,0,543,0,399,10,0.7207373271889401,1,0,1,1,1,0,1,0,1,0,0
3013,834060,Goblin Walker,るしまる堂,Paradise Project,390,255,150000,1048,3906,2018,3906,0,1,0.6046511627906976,1,0,1,1,0,0,0,0,0,0,0
3014,1251300,Last Floor,AK Studio,AK Studio,196,79,150000,15,0,15,0,199,0,0.7127272727272728,1,0,0,1,1,0,0,0,0,0,0
3015,1602010,Persona 4 Arena Ultimax,"Arc System Works, ATLUS",SEGA,2257,431,150000,256,936,296,936,1499,93,0.8396577380952381,1,0,0,0,0,0,0,0,0,0,0
3016,275610,"Warhammer 40,000: Kill Team",Nomad Games,SEGA,593,464,150000,52,0,62,0,0,0,0.5610217596972564,1,0,0,0,0,0,0,0,0,0,0
3017,283270,Jagged Alliance 1: Gold Edition,"Sir-Tech, Madlab Software",THQ Nordic,312,85,150000,817,0,1219,0,249,8,0.7858942065491183,1,1,1,0,0,0,0,0,0,0,0
3018,365770,Volume,Bithell Games,Bithell Games,514,160,150000,175,0,222,0,399,1,0.7626112759643917,1,0,0,1,0,0,0,0,0,0,0
3019,375850,Island Defense,Stereo7 Games,Stereo7 Games,57,53,150000,262,0,287,0,199,0,0.5181818181818182,1,1,0,1,0,0,0,0,0,0,0
3020,527710,Crown Champion: Legends of the Arena,Pilgrim Adventures,GrabTheGames,157,40,150000,80,0,117,0,47,1,0.7969543147208121,1,0,1,1,1,0,0,0,0,0,0
3021,1018020,Contra Anniversary Collection,Konami Digital Entertainment,Konami Digital Entertainment,590,183,150000,2,0,2,0,399,4,0.7632600258732212,1,0,0,0,0,0,0,0,0,0,0
3022,1218280,Bad Guys at School,Forceight,Forceight,1198,174,150000,288,0,306,0,499,12,0.8731778425655977,1,0,0,1,0,0,1,0,0,0,0
3023,1486630,Intravenous,Explosive Squat Games,Explosive Squat Games,1458,130,150000,98,0,132,0,584,23,0.9181360201511336,1,0,0,1,0,0,0,0,0,0,0
3024,336610,Outcast 1.1,Fresh3D,THQ Nordic,474,52,150000,360,0,488,0,197,2,0.9011406844106464,1,0,1,0,1,0,0,0,0,0,0
3025,339290,Castle,Snails Animation,Snails Animation,186,88,150000,122,0,184,0,399,0,0.6788321167883211,1,0,0,1,0,0,0,0,0,0,0
3026,400790,The Juicer,Anvate Games,Anvate Games,260,34,150000,195,0,205,0,199,0,0.8843537414965986,1,0,0,1,0,0,0,0,0,0,0
3027,410850,DRAGON QUEST HEROES Slime Edition,"KOEI TECMO GAMES CO., LTD.",Square Enix,857,410,150000,1102,0,1102,0,3999,3,0.6764009471191792,1,0,1,0,0,0,0,0,0,0,0
3028,429720,IMSCARED,Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,1645,126,150000,180,0,279,0,199,10,0.9288537549407114,1,0,0,1,1,0,0,0,0,0,0
3029,403430,ARCADE GAME SERIES: GALAGA,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,605,69,150000,343,0,517,0,99,6,0.8976261127596439,1,0,0,0,0,0,0,0,0,0,0
3030,738500,The Parallax Effect,Danstarr13,Danstarr13,112,129,150000,10,0,13,0,0,0,0.4647302904564315,1,0,0,1,1,0,0,1,0,0,1
3031,730390,Raji: An Ancient Epic,Nodding Heads Games,SuperGG.com,1571,302,150000,1685,0,3202,0,849,3,0.8387613454351308,1,0,0,1,1,0,0,0,0,0,0
3032,658470,Mini Battlegrounds,IOA Games,IOA Games,366,206,150000,13,0,18,0,0,0,0.6398601398601399,1,1,0,1,0,0,0,0,0,1,0
3033,1153700,Eternal Magic,Duoyi,101XP,472,226,150000,143,0,222,0,0,1,0.6762177650429799,1,0,1,0,0,0,0,0,0,1,1
3034,1402320,Medal of Honor: Above and Beyond,Respawn Entertainment,Electronic Arts,1320,820,150000,351,0,491,0,3199,10,0.616822429906542,1,0,0,0,0,0,0,0,0,0,0
3035,1477590,EZ2ON REBOOT : R,"Neonovice Co., Ltd., SQUARE PIXELS","Neonovice Co., Ltd.",4232,559,150000,6029,60,6276,60,3149,79,0.8833228970987268,1,0,0,0,0,1,0,0,1,0,0
3036,99100,Dungeons and Dragons: Daggerdale,Bedlam Games,Atari,134,330,150000,1156,0,2312,0,1499,1,0.2887931034482758,1,0,1,0,0,0,0,0,0,0,0
3037,266170,Windforge,Snowed In Studios,Snowed In Studios,397,194,150000,862,0,862,0,499,0,0.6717428087986463,1,0,1,1,0,0,0,0,0,0,0
3038,273500,Over 9000 Zombies!,Loren Lemcke,Loren Lemcke,1260,191,150000,108,0,146,0,51,48,0.8683666436940042,1,0,0,1,0,0,0,0,1,0,0
3039,277490,Battle Group 2,Bane Games,Merge Games,411,82,150000,273,0,363,0,159,1,0.8336713995943205,1,1,0,1,0,0,0,0,0,0,0
3040,289280,El Matador,Plastic Reality Technologies,Fulqrum Publishing,298,127,150000,3,0,3,0,79,0,0.7011764705882353,1,0,0,0,0,0,0,0,0,0,0
3041,310850,Onikira - Demon Killer,Digital Furnace Games,Headup Publishing,138,217,150000,117,0,139,0,139,3,0.3887323943661971,1,0,0,1,1,0,0,0,1,0,0
3042,439910,Risky Rescue,Digital Melody,Forever Entertainment S. A.,285,84,150000,130,0,188,0,48,0,0.7723577235772358,1,0,0,1,0,0,0,0,0,0,0
3043,487700,Conan the mighty pig,Mihai Morosanu,Mihai Morosanu,979,103,150000,191,0,197,0,30,415,0.9048059149722736,1,0,0,1,1,0,0,0,0,0,0
3044,496550,Noob Squad,Antonio Renna,Antonio Renna,214,276,150000,97,0,100,0,64,4,0.436734693877551,1,0,0,1,0,0,0,0,1,1,0
3045,506870,Unexplored,Ludomotion,Ludomotion,587,87,150000,177,0,195,0,499,0,0.870919881305638,1,0,1,1,1,0,0,0,1,0,0
3046,504050,Planet Nomads,Craneballs,Craneballs,1320,676,150000,123,0,137,0,999,17,0.6613226452905812,1,0,0,1,1,0,1,0,0,0,0
3047,514580,Cooking Witch,VaragtP,VaragtP,199,26,150000,155,0,163,0,39,0,0.8844444444444445,1,0,0,1,0,0,0,0,0,0,0
3048,702150,Project Mercury,Raxasoft Games,Raxasoft Games,288,206,150000,462,0,91,0,99,0,0.582995951417004,1,0,0,1,0,0,0,0,0,0,0
3049,727850,ELDERBORN,Hyperstrange,Hyperstrange,1826,283,150000,483,18,281,18,374,10,0.8658131816026553,1,0,0,1,0,0,0,0,0,0,0
3050,915460,ULTIMATE HARDBASS DEFENCE,Magnolia Art,Magnolia Art,1958,166,150000,174,0,320,0,59,6,0.9218455743879472,1,0,0,1,0,0,0,0,0,1,0
3051,1380220,Starsand,Tunnel Vision Studio,Toplitz Productions,576,231,150000,61,0,61,0,1399,22,0.7137546468401487,1,0,0,0,1,0,1,0,1,0,0
3052,1266690,Dark Deception: Monsters & Mortals,Glowstick Entertainment,Glowstick Entertainment,1868,321,150000,194,0,194,0,199,11,0.8533576975788031,1,0,0,1,0,0,0,0,0,0,0
3053,1484900,Hoa,Skrollcat Studio,"PM Studios, inc., CE-Asia",1733,189,150000,93,0,93,0,899,11,0.9016649323621228,1,0,0,0,1,0,0,0,0,0,0
3054,1530750,EVERSLAUGHT,MobX GmbH,MobX GmbH,232,104,150000,546,0,546,0,1699,1,0.6904761904761905,1,0,1,1,0,0,0,1,0,0,0
3055,1671350,Touhou Monster TD ~ 幻想乡妖怪塔防,MyACG Studio,MyACG Studio,646,63,150000,489,0,681,0,664,32,0.91114245416079,1,1,1,1,0,0,0,0,0,0,0
3056,29900,Dark Sector,Digital Extremes,ND Games,538,134,75000,177,0,283,0,999,4,0.8005952380952381,1,0,0,0,0,0,0,0,0,0,0
3057,46250,NecroVisioN: Lost Company,The Farm 51,Fulqrum Publishing,322,137,75000,41,0,72,0,139,2,0.7015250544662309,1,0,0,0,0,0,0,0,0,0,0
3058,219200,Droid Assault,Puppygames,Puppygames,299,64,75000,273,0,418,0,649,1,0.8236914600550964,1,0,0,1,0,0,0,0,0,0,0
3059,228320,A Valley Without Wind 2,"Arcen Games, LLC","Arcen Games, LLC",99,117,75000,221,0,205,0,374,0,0.4583333333333333,1,1,0,1,1,0,0,0,0,0,0
3060,229870,ShootMania Storm,Nadeo,Ubisoft,704,121,75000,192,0,207,0,499,7,0.8533333333333334,1,0,0,0,0,0,0,0,0,0,0
3061,365660,OlliOlli2: Welcome to Olliwood,Roll7,Devolver Digital,482,94,75000,46,0,39,0,299,0,0.8368055555555556,1,0,0,1,0,1,0,0,0,0,0
3062,395380,ANKI,Wojciech Krupinski,KrupinskiArt,90,48,75000,330,0,387,0,49,4,0.6521739130434783,1,0,0,1,1,0,0,0,0,0,0
3063,375620,CortexGear: AngryDroids,"JH12world, Jordan Benoit",JH12world,23,92,75000,220,0,235,0,119,0,0.2,1,1,0,1,1,0,0,0,0,0,0
3064,574640,Unalive,RandomSpin,RandomSpin,138,60,75000,405,0,426,0,37,15,0.696969696969697,1,0,0,1,0,0,0,0,0,0,0
3065,448850,Overload,"Revival Productions, LLC","Revival Productions, LLC",1683,102,75000,118,0,155,0,1499,15,0.9428571428571428,1,0,0,0,0,0,0,0,0,0,0
3066,441010,Mount Your Friends 3D: A Hard Man is Good to Climb,Stegersaurus Software Inc.,Stegersaurus Software Inc.,328,42,75000,92,0,177,0,279,2,0.8864864864864865,1,0,0,1,0,1,1,0,0,0,0
3067,782140,Re-Legion,Ice Code Games,Fulqrum Publishing,170,113,75000,112,0,148,0,199,0,0.6007067137809188,1,1,1,1,0,0,0,0,0,0,0
3068,1051690,Nightmare Reaper,Blazing Bit Games,Blazing Bit Games,2705,166,75000,1711,0,1877,0,1749,34,0.9421804249390456,1,0,0,1,0,0,0,0,1,0,0
3069,1614550,Astro Colony,Terad Games,Terad Games,981,162,75000,376,0,578,0,1659,110,0.8582677165354331,1,1,0,1,1,0,1,1,0,0,0
3070,247370,Mutant Mudds Deluxe,Renegade Kid,Good Shepherd Entertainment,424,148,75000,234,0,381,0,199,1,0.7412587412587412,1,0,0,1,0,0,0,0,0,0,0
3071,305380,Blue Estate The Game,HE SAW,HE SAW,1338,128,75000,214,0,247,0,1299,6,0.91268758526603,1,0,0,0,0,0,0,0,0,0,0
3072,375120,Super Star Path,DYA Games,DYA Games,270,62,75000,366,0,376,0,99,0,0.8132530120481928,1,0,0,1,1,0,0,0,0,0,0
3073,248330,Dino Run DX,Pixeljam,Pixeljam,1176,82,75000,200,0,201,0,149,4,0.9348171701112876,1,0,0,1,0,0,0,0,0,0,0
3074,454180,CrazyCars3D,AneaGames,AneaGames,143,70,75000,272,0,269,0,59,23,0.6713615023474179,1,0,0,1,1,0,1,0,1,0,0
3075,458560,Plastic Playground,Tomorrow Arts,GP Games,46,97,75000,19,0,19,0,0,0,0.3216783216783216,1,0,0,0,0,0,0,0,0,0,1
3076,578590,City Siege: Faction Island,Ish Games,Trinity Project,74,34,75000,132,0,184,0,28,0,0.6851851851851852,1,1,0,1,0,0,0,0,0,0,0
3077,601810,Spark the Electric Jester,Feperd Games,Feperd Games,890,71,75000,428,0,511,0,399,14,0.9261186264308012,1,0,0,0,0,0,0,0,0,0,0
3078,741670,Easy Red,Marco Amadei,Corvostudio di Amadei Marco,774,186,75000,439,0,823,0,399,2,0.80625,1,1,0,1,0,0,1,0,1,0,0
3079,449610,Monster Boy and the Cursed Kingdom,Game Atelier,FDG Entertainment,1805,182,75000,562,0,636,0,0,14,0.9084046300956216,1,0,0,1,1,0,0,0,0,0,0
3080,885000,Synth Riders,Kluge Interactive,Kluge Interactive,1201,92,75000,658,0,1281,0,1999,37,0.9288476411446248,1,0,0,1,0,0,0,0,0,0,0
3081,1119980,In Sound Mind,We Create Stuff,Modus Games,2291,121,75000,1338,0,1711,0,524,28,0.9498341625207296,1,0,0,1,0,0,0,0,0,0,0
3082,1297300,The Shore,Ares Dragonis,Dragonis Games,940,319,75000,54,0,54,0,395,3,0.7466243050039714,1,0,0,1,1,0,0,0,0,0,0
3083,1347970,Patch Quest,Lychee Game Labs,Curve Games,1244,64,75000,564,389,650,393,1124,318,0.9510703363914372,1,0,0,1,1,0,0,0,1,0,0
3084,1550710,Warbox,Mantaliss,Mantaliss,1703,752,75000,7,0,7,0,999,13,0.6936863543788188,1,0,0,0,0,0,0,1,0,0,0
3085,1635450,Longvinter,Uuvana Studios,Uuvana Studios,2525,1217,75000,279,0,296,0,1439,664,0.6747728487439871,1,0,1,0,1,0,1,1,0,1,0
3086,12790,Damnation,Blue Omega Entertainment,"Codemasters, Electronic Arts",189,230,75000,69,0,94,0,999,0,0.4510739856801909,1,0,0,0,1,0,0,0,0,0,0
3087,202730,Dynamite Jack,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",363,59,75000,63,0,58,0,999,1,0.8601895734597157,1,0,0,1,1,0,0,0,0,0,0
3088,215710, Fieldrunners 2,Subatomic Studios LLC,Subatomic Studios LLC,385,65,75000,715,0,715,0,999,6,0.8555555555555555,1,1,0,0,0,0,0,0,0,0,0
3089,259660,Void Destroyer,Iteration 11,Iteration 11,206,134,75000,96,0,96,0,79,0,0.6058823529411764,1,1,0,1,1,0,1,0,0,0,0
3090,264280,99 Levels To Hell,"Zaxis Games, B-evil",Zaxis Games,367,224,75000,65,0,81,0,149,0,0.6209813874788495,1,0,1,1,1,0,0,0,0,0,0
3091,265750,Secret Ponchos,Switchblade Monkeys Entertainment,Switchblade Monkeys Entertainment,935,388,75000,196,0,219,0,1499,0,0.7067271352985639,1,0,0,1,0,0,0,0,1,0,0
3092,448610,Draw Rider,17Studio,17Studio,126,43,75000,234,0,261,0,49,2,0.7455621301775148,1,0,0,1,0,0,0,0,0,0,0
3093,449530,Grand Pigeon's Duty,WolfgangIs,WolfgangIs,448,133,75000,265,0,282,0,359,0,0.7710843373493976,1,1,1,1,1,0,1,0,0,0,0
3094,467990,Versus: Battle of the Gladiator,Netker Inc.,Netker Inc.,307,182,75000,51,0,72,0,0,0,0.6278118609406953,1,0,0,1,0,0,0,0,1,0,0
3095,598530,Naev,Naev Team,Naev Team,132,36,75000,19,0,19,0,0,3,0.7857142857142857,1,0,0,1,0,0,0,0,0,0,1
3096,809020,ZeroRanger,System Erasure,System Erasure,1184,50,75000,1338,0,2654,0,1199,3,0.959481361426256,1,0,0,1,0,0,0,0,0,0,0
3097,846110,The friends of Ringo Ishikawa,yeo,yeo,1571,197,75000,256,15,250,15,584,91,0.8885746606334841,1,0,1,1,1,0,0,0,0,0,0
3098,774511,Megadimension Neptunia VIIR,"IDEA FACTORY, COMPILE HEART","Idea Factory International, Inc.",640,221,75000,384,0,523,0,1049,7,0.743321718931475,1,1,1,0,0,0,0,0,0,0,0
3099,914700,MINImax Tinyverse,Nimble Neuron,Nimble Neuron,369,144,75000,33,0,40,0,0,0,0.7192982456140351,1,1,0,1,0,0,1,0,1,0,1
3100,1171310,Valakas Story,Narko Games,Narko Games,1174,246,75000,386,0,584,0,51,3,0.8267605633802817,1,0,0,0,1,0,0,0,0,0,0
3101,1227650,Bang-On Balls: Chronicles,Exit Plan Games,Untold Tales,2269,57,75000,131,0,134,0,1099,24,0.975494411006019,1,0,0,1,1,0,0,1,0,0,0
3102,1364290,Animalia Survival,High Brazil Studio,High Brazil Studio,1091,586,75000,264,0,264,0,1999,159,0.6505664877757901,1,1,0,1,1,0,1,1,0,1,0
3103,1523370,A.D. 2047,Leenzee Games,Leenzee Games,108,35,75000,547,0,547,0,1999,0,0.7552447552447552,1,0,1,0,1,0,0,0,0,0,0
3104,1705180,"Gunner, HEAT, PC!",Radian Simulations LLC,Radian Simulations LLC,1968,164,75000,126,48,197,48,2999,55,0.9230769230769232,1,0,0,1,0,0,1,1,0,0,0
3105,4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,THQ Nordic,133,55,75000,1544,0,2273,0,249,0,0.7074468085106383,1,1,0,0,0,0,0,0,0,0,0
3106,27920,Booster Trooper,DnS Development,DnS Development,96,101,75000,1,0,1,0,79,0,0.4873096446700508,1,0,0,1,0,0,0,0,0,0,0
3107,39640,AquaNox 2: Revelation,Massive Development,THQ Nordic,165,58,75000,647,0,647,0,124,0,0.7399103139013453,1,0,0,0,0,0,0,0,0,0,0
3108,259870,OMG Zombies!,Laughing Jackal LTD,Ghostlight LTD,308,72,75000,90,0,90,0,54,2,0.8105263157894737,1,1,0,0,0,0,0,0,0,0,0
3109,281220,BloodRayne Betrayal,Abstraction Games,Ziggurat,534,341,75000,192,0,263,0,1299,1,0.6102857142857143,1,0,0,0,0,0,0,0,0,0,0
3110,369040,Yargis - Space Melee,PlazSoft,PlazSoft,111,80,75000,341,0,364,0,50,4,0.581151832460733,1,1,0,1,1,0,1,0,0,0,0
3111,458520,Wrath of Anna,"Lorenzo Ent., Michael L. Fiorentino Gutierrez","Lorenzo Ent., Michael L. Fiorentino Gutierrez",79,153,75000,212,0,248,0,1999,0,0.3405172413793103,1,0,0,1,1,0,0,0,1,0,0
3112,542720,Bubble Blowout,EnsenaSoft,EnsenaSoft,58,78,75000,181,0,293,0,49,1,0.4264705882352941,1,0,0,0,0,0,0,0,0,0,0
3113,700480,Microsoft Allegiance,Microsoft Game Studios,ZapHop Games,121,35,75000,2,0,2,0,0,1,0.7756410256410257,1,1,0,0,0,0,1,0,0,0,1
3114,612390,Dandara: Trials of Fear Edition,Long Hat House,Raw Fury,762,193,75000,247,0,305,0,449,4,0.7979057591623037,1,0,0,1,0,0,0,0,0,0,0
3115,851530,Mini-Dead,Alec Smith,Milo Games,728,46,75000,57,0,90,0,0,1,0.9405684754521964,1,0,0,1,0,0,0,0,0,0,1
3116,1076280,Showdown Bandit,Kindly Beast,Kindly Beast,468,300,75000,354,0,9,0,0,0,0.609375,1,1,0,1,1,0,0,0,0,0,0
3117,1566410,Touhou Kouryudou ~ Unconnected Marketeers.,上海アリス幻樂団,"Mediascape Co., Ltd.",1596,33,75000,307,0,522,0,1499,11,0.9797421731123388,1,0,0,1,0,0,0,0,0,0,0
3118,4520,Full Spectrum Warrior,Pandemic Studios,THQ Nordic,171,78,75000,123,0,220,0,249,1,0.6867469879518072,1,1,0,0,0,0,0,0,0,0,0
3119,220460,Cargo Commander,Serious Brew,Missing Link Games,725,159,75000,404,0,327,0,59,34,0.8201357466063348,1,0,0,1,0,0,0,0,0,0,0
3120,259390,Ballpoint Universe - Infinite,Arachnid Games,Arachnid Games,542,154,75000,181,0,206,0,399,1,0.7787356321839081,1,0,0,1,0,0,0,0,0,0,0
3121,289400,Parkan 2,Nikita,Fulqrum Publishing,224,91,75000,128,0,173,0,79,1,0.7111111111111111,1,0,0,0,1,0,1,0,0,0,0
3122,350020,The Gate,Spicy Horse Games,Spicy Horse Games,142,92,75000,8,0,11,0,0,0,0.6068376068376068,1,0,1,0,0,0,0,0,0,0,1
3123,440630,The Brookhaven Experiment,Phosphor Games,Phosphor Games,739,118,75000,145,0,177,0,499,2,0.8623103850641773,1,0,0,1,0,0,0,0,0,0,0
3124,555710,Zolg,Robert Alvarez,Robert Alvarez,144,44,75000,56,0,50,0,49,0,0.7659574468085106,1,0,0,1,1,0,0,0,0,0,0
3125,639780,Deep Space Waifu: FLAT JUSTICE,Neko Climax Studios,Neko Climax Studios,1449,67,75000,244,0,309,0,299,1,0.9558047493403694,1,0,0,1,0,0,0,0,0,0,0
3126,23530,Earth Defense Force: Insect Armageddon,"Vicious Cycle Software, Inc.","D3Publisher of America, Inc.",908,119,75000,306,0,307,0,999,4,0.8841285296981499,1,0,0,0,0,0,0,0,0,0,0
3127,32350,STAR WARS Starfighter,LucasArts,"LucasArts, Lucasfilm, Disney",308,281,75000,26,0,19,0,599,2,0.5229202037351444,1,0,0,0,0,0,1,0,0,0,0
3128,46410,Avencast: Rise of the Mage,ClockStone Studios,Meridian4,446,203,75000,139,0,40,0,99,2,0.687211093990755,1,0,1,1,1,0,0,0,0,0,0
3129,108700,Death Rally,"Remedy Entertainment, Mountain Sheep, Cornfox &amp; Brothers",Remedy Entertainment,508,209,75000,159,0,203,0,399,2,0.708507670850767,1,0,0,0,0,0,0,0,0,0,0
3130,252010,Oniken: Unstoppable Edition,JoyMasher,JoyMasher,704,157,75000,208,0,266,0,249,1,0.8176538908246226,1,0,0,1,0,0,0,0,0,0,0
3131,264540,Platformines,Magiko Gaming,BANDAI NAMCO Entertainment,207,107,75000,63,0,107,0,99,0,0.6592356687898089,1,0,0,1,0,0,0,0,0,0,0
3132,341060,The Lady,"Mikeypoo's Games, Roger Levy",MPR ART Hallucinations,93,125,75000,494,0,676,0,0,0,0.4266055045871559,1,0,0,1,1,0,0,0,0,0,0
3133,215770,Shad'O,Okugi Studio,Okugi Sudio,60,52,75000,85,0,94,0,49,0,0.5357142857142857,1,1,0,1,0,0,0,0,0,0,0
3134,355070,TDP5 Arena 3D,Javelin OÜ,Javelin OÜ,103,118,75000,15,0,15,0,0,1,0.4660633484162896,1,0,0,0,0,0,0,0,0,1,1
3135,397330,Twinsen's Little Big Adventure Classic,[2.21],[2.21],294,49,75000,121,0,121,0,199,7,0.8571428571428571,1,0,1,0,1,0,0,0,0,0,0
3136,375520,Taimumari: Definitive Edition,TERNOX,TERNOX,224,58,75000,637,0,840,0,199,1,0.7943262411347518,1,0,0,1,1,0,0,0,0,0,0
3137,498500,I Am The Hero,Crazyant,Crazyant,445,94,75000,198,0,209,0,999,1,0.8256029684601113,1,0,1,1,1,0,0,0,0,0,0
3138,789760,DEAD OR SCHOOL,Studio Nanafushi,Studio Nanafushi,2232,385,75000,393,8,626,8,999,11,0.8528849828047382,1,0,1,1,0,0,0,0,1,0,0
